"SugarBase_ID","Glycan","Link","Species","Immunogenic"
"SBID14593","Gal(b1-3)GlcNAc(b1-2)Man","None","Ophiactis savignyi","Unknown"
"SBID14594","Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID14595","RibOP-ol(5-6)Gal(a1-3)FucNAm(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-2)RibOP-ol","None","Escherichia coli","Unknown"
"SBID14596","Man(a1-2)Man(a1-2)Man(b1-3)GalNAc(a1-2)Man(a1-4)Man(a1-2)Man(b1-3)GalNAc","None","","Unknown"
"SBID14597","Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","N","AvianInfluenzaA Virus","Unknown"
"SBID14598","GlcNCmOCm(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOSOMe(a1-6)]GlcNAc","None","Sinorhizobium fredii, Sinorhizobium sp","Unknown"
"SBID14599","Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc","None","Komagataella pastoris","Unknown"
"SBID14600","Man(a1-4)[Glc(a1-2)]Man","None","Tornabea scutellifera","Unknown"
"SBID14601","L-DigOMe(a1-4)DigOMe(b1-4)Dig","None","Cynanchum africanum, Cynanchum viminale","Unknown"
"SBID14602","NeuNAc(a2-3)Gal(b1-3)GlcNAcOS","None","","Unknown"
"SBID14603","Gal(a1-2)[Par(a1-3)]Man(a1-4)Rha","None","Salmonella enterica","Unknown"
"SBID14604","GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14605","Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)Gal","None","","Unknown"
"SBID14606","LDManHep(a1-2)LDManHepOPEtn(a1-3)[Glc(b1-4)GlcOP(b1-4)]LDManHep(a1-5)KdoOPPEtn","None","","Unknown"
"SBID14607","[Glc(b1-3)Gal(a1-4)GlcA(a1-2)]Man(a1-2)Man(a1-3)Gal(b1-3)Man","None","Rahnella aquatilis","Unknown"
"SBID14608","GlcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)Glc","None","","Unknown"
"SBID14609","NeuNAcN(a2-8)NeuNAcN(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc","None","","Unknown"
"SBID14610","Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc","None","","Unknown"
"SBID14611","Glc(a1-4)[Man(a1-6)]Glc(a1-3)Glc(a1-4)Glc","None","Ophiocordyceps sinensis","Unknown"
"SBID14612","Galf(b1-3)Gal(a1-3)GalOAcA(a1-3)GalNAc(b1-3)Galf","None","Escherichia coli","Unknown"
"SBID14613","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14614","[D-FucNAc(a1-2)]D-Rha(b1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc","None","Stenotrophomonas maltophilia","Unknown"
"SBID14615","Rha(a1-2)Glc(b1-2)Glc","None","Bhesa paniculata, Bupleurum rotundifolium, Medicago sativa, Scilla peruviana","Unknown"
"SBID14616","GlcNAcOAc(b1-3)Gal(a1-4)GlcNAcOAc(b1-3)Gal(a1-4)GlcNAcOAc(b1-3)Gal","None","","Unknown"
"SBID14617","GlcNAc(b1-2)Rha(a1-2)Rha","None","","Unknown"
"SBID14618","FucOMe(a1-2)[Gal(b1-6)]Gal(b1-6)[Fuc(a1-2)][Gal(b1-3)]Gal(b1-3)[Glc(b1-6)]GalNAc(b1-4)GlcNAc","O","Caenorhabditis elegans","Unknown"
"SBID14619","GlcNAc(b1-3)[NeuNAcOAc(a2-6)]GalNAc","None","","Unknown"
"SBID14620","GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[GlcNAc(b1-4)][GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14622","GlcNAc(b1-2)LyxHex(a1-6)Glc","None","","Unknown"
"SBID14623","Glc(a1-4)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha","None","","Unknown"
"SBID14624","Man(b1-4)GlcNAc(b1-4)Man(b1-4)GlcNAc","None","","Unknown"
"SBID14625","[GlcOLac(a1-3)]Rha(a1-2)Rha(a1-4)Gal(b1-3)GalNAc(b1-2)Rha","None","Escherichia coli","Unknown"
"SBID14626","Gal(b1-3)GlcNAc(b1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc","None","","Unknown"
"SBID14628","GlcN(b1-2)Man(a1-3)[Man(a1-6)]Man","None","","Unknown"
"SBID14629","Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)[Glc(a1-3)]Rha(a1-2)Rha","None","","Unknown"
"SBID14630","Rha(a1-3)Glc(b1-2)Ery-ol","None","Dickeya chrysanthemi","Unknown"
"SBID14631","Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14632","Rha(a1-2)Glc(b1-2)Gal(b1-2)GlcA","None","Primula macrophylla","Unknown"
"SBID14633","Man(a1-2)Man(a1-2)ManOP","None","","Unknown"
"SBID14634","Glc(b1-2)[Gal(b1-3)]b-Tri-ol","None","","Unknown"
"SBID14635","ManNAcOPyr(b1-4)GlcNAc(b1-3)ManNAcOPyr(b1-4)GlcNAcOP(a1-6)MurNAc","None","Paenibacillus alvei","Unknown"
"SBID14636","[Glc(b1-6)Glc(b1-6)Glc(b1-6)Gal(b1-6)Gal(b1-3)]Glc(b1-4)Glc(b1-4)[GlcA(b1-2)Man(a1-3)]Glc(b1-4)Glc(b1-4)Glc","None","Komagataeibacter xylinus","Unknown"
"SBID14637","GlcSH(a1-4)GlcSH(a1-4)GlcSH(a1-4)GlcSH(a1-4)GlcSH(a1-4)GlcSH(a1-4)GlcSH","None","","Unknown"
"SBID14638","Gal(a1-4)Gal(b1-4)Glc(b1-4)Glc(a1-3)LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)KdoOPPEtn","None","Haemophilus influenzae","Unknown"
"SBID14639","Man(a1-2)Man(a1-6)Man(a1-6)Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","N","Saccharomyces cerevisiae","Unknown"
"SBID14640","Man(a1-2)[D-Araf(a1-5)D-Araf(a1-3)[D-Araf(a1-5)]D-Araf(a1-5)D-Araf(a1-5)D-Araf(a1-2)[Man(a1-6)]Man(a1-6)]Man(a1-6)Man(a1-6)Man","None","","Unknown"
"SBID14641","[Xluf(b2-2)][D-Fucf(a1-4)]DDGalHep(b1-6)[D-Fucf(a1-4)]DDGalHep(b1-6)[Xluf(b2-2)][D-Fucf(a1-4)]DDGalHep(b1-6)DDGalHep","None","Lachnoanaerobaculum saburreum","Unknown"
"SBID14642","Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc","None","","Unknown"
"SBID14643","ManOMe(a1-3)[GalOMe(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14644","Xyl(b1-4)[Glc(b1-6)]Glc","None","Momordica charantia","Unknown"
"SBID14645","Galf(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Galf(a1-2)Man(a1-2)[Galf(a1-3)]Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcN","None","Schizosaccharomyces pombe","Unknown"
"SBID14646","GalAAlaLys(a1-4)GalNAc(a1-3)GlcNAc(a1-3)GalAAlaLys","None","Providencia rustigianii","Yes"
"SBID14647","D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-2)D-RhaNAc(a1-2)D-RhaNAc","None","Atlantibacter hermannii, Brucella abortus, Brucella melitensis, Escherichia coli","Unknown"
"SBID14648","Glc(a1-6)Glc(b1-3)[Rha(a1-6)Glc(a1-4)]GalOMeNAla","None","Pseudomonas sp","Unknown"
"SBID14649","Xyl(b1-4)Xyl(b1-4)[Araf(a1-3)]Xyl(b1-4)Xyl","None","Oryza sativa","Unknown"
"SBID14650","NeuNAc(a2-3)Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc","O","Rana palustris","Unknown"
"SBID14651","GlcNAc(b1-4)Gal(b1-3)[GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc","None","","Unknown"
"SBID14652","[QuiNFo(a1-3)]DDManHep(b1-3)Gal(b1-3)GlcNAc(a1-3)GlcNAc(b1-2)DDManHep","None","Photorhabdus luminescens","Unknown"
"SBID14653","D-FucNAc(a1-2)Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAcOP","None","Escherichia coli","Unknown"
"SBID14654","Col(a1-2)GalA(a1-2)ManOPGro(a1-5)KdoOP(a2-6)GlcOPN(b1-6)GlcOPN","None","Colwellia psychrerythraea","Unknown"
"SBID14655","Gal(b1-4)Rha(a1-3)Xyl(b1-3)Ara","None","Lagenaria breviflora","Unknown"
"SBID14656","NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)][Fuc(a1-4)]GlcNAc(b1-3)Gal","None","","Unknown"
"SBID14657","Gal(b1-4)Xyl(b1-4)Rha(a1-2)[Rha(a1-3)]D-FucOMeOSin","None","Polygala tenuifolia","Unknown"
"SBID14658","D-RhaOFoN(a1-2)D-RhaOFoN(a1-2)D-RhaOFoN(a1-2)D-RhaOFoN(a1-3)D-RhaOFoN","None","","Unknown"
"SBID14659","Rha(a1-4)Glc(b1-2)Glc","None","Anemone raddeana","Unknown"
"SBID14660","Rha(a1-6)Gal(a1-4)[GlcNAc(b1-3)]GalNAc(a1-3)QuiNAc(a1-2)Rha","None","Acinetobacter lwoffii","Yes"
"SBID14663","Gal(b1-2)[Ara(a1-3)]GlcOMeA","None","Luffa operculata","Unknown"
"SBID14664","Kdo(a2-4)[GlcN(a1-2)Glc(a1-2)Gal(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep(a1-5)]Kdo(a2-6)GlcN(b1-6)GlcN","None","","Unknown"
"SBID14666","GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc","O","Sus scrofa","Unknown"
"SBID14667","Glc(a1-6)Glc(a1-2)Fruf","None","Mucor javanicus","Unknown"
"SBID14668","GlcNAc(a1-4)GlcA(a1-2)[GlcNAc(a1-4)]GlcA(a1-2)[GlcNAc(a1-4)]GlcA(a1-2)Gal","None","","Unknown"
"SBID14669","NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)[GalOS(b1-4)GlcNAc(b1-6)]GalNAc","None","","Unknown"
"SBID14670","Glc(a1-1)[L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Xyl(b1-4)L-Aco(a1-3)Gal(b1-3)Glc(b1-4)]Glc","None","","Unknown"
"SBID14671","Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14672","GlcOAc(b1-4)[L-EryCMeOH(a1-2)Xyl(b1-2)]Glc","None","","Unknown"
"SBID14673","Kdo(a2-4)Kdo(a2-4)[Hep(a1-3)Hep(a1-5)]Kdo(a2-6)GlcN(b1-6)GlcN","None","","Unknown"
"SBID14674","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man","None","","Unknown"
"SBID14675","GlcOP-ol(3-6)[Gal(a1-2)]Gal(b1-3)D-6dXylHexNAc4Ulo(b1-3)Rha(a1-3)GlcOP-ol","None","Streptococcus suis","Unknown"
"SBID14676","Man(a1-3)Man(a1-2)Man(a1-2)Man","O","Aspergillus awamori, Candida glabrata, Cryphonectria parasitica, Lachancea kluyveri, Phomopsis foeniculi","Unknown"
"SBID14677","GlcNAc(a1-3)[GalA(a1-2)]GalA(a1-3)[ManOLac(b1-4)Man(b1-3)Glc(b1-4)]Fuc","None","Cyanospira capsulata","Unknown"
"SBID14678","D-Rha(a1-3)Rha(a1-3)D-Rha","None","","Unknown"
"SBID14679","[Glc(a1-3)]GlcA(a1-3)GlcA(a1-3)Glc(a1-3)Fuc(a1-6)GlcA","None","Bacillus megaterium","Unknown"
"SBID14681","Glc(b1-4)Rha(a1-3)Rha","None","Mycobacterium leprae","Unknown"
"SBID14682","Man(a1-3)Fuc(a1-2)Gal(a1-6)Gal(b1-6)Man","None","Polyporus squamosus","Unknown"
"SBID14684","Man(a1-3)D-Rha(b1-2)D-Rha(a1-2)D-Rha(a1-2)Man","None","Stenotrophomonas maltophilia","Unknown"
"SBID14685","RhaOAc(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)RhaOAc","None","Escherichia coli","Unknown"
"SBID14686","GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-6)[Glc(b1-4)]LDManHep(a1-6)Glc(b1-4)[LDManHep(a1-2)LDManHepOPEtn(a1-3)][Glc(a1-6)]LDManHep(a1-5)Kdo","None","Pasteurella multocida","Unknown"
"SBID14687","RhaNAc(b1-3)[GlcNAc(b1-4)]GlcNAc","None","Escherichia coli","Unknown"
"SBID14688","D-FucNAc(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-2)a-Tri-ol","None","","Unknown"
"SBID14689","GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)2,5-Anhydro-Man","None","","Unknown"
"SBID14690","L-Gal(a1-3)GlcNAc(b1-4)Rha","None","","Unknown"
"SBID14691","Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAcN","None","Glycine max","Unknown"
"SBID14692","Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14693","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14694","GlcNAc(a1-2)Rha(a1-3)GlcNAc","None","Ochrobactrum anthropi, Pseudomonas stutzeri","Unknown"
"SBID14695","[Araf(a1-3)Gal(b1-6)[Araf(a1-3)]Gal(b1-6)[Araf(a1-3)]Gal(b1-6)]Gal(b1-3)Gal","None","Curcuma longa","Unknown"
"SBID14697","Glc(a1-6)Glc(b1-1)Gal-ol","None","Micromonospora sp","Unknown"
"SBID14698","GlcOAcNCmOOle(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc","None","Bradyrhizobium japonicum","Unknown"
"SBID14700","Gal(b1-3)Gal(a1-3)a-Tri-ol","None","","Unknown"
"SBID14701","Gal(a1-4)GlcA(b1-3)Gal(a1-3)Fuc","None","Dickeya chrysanthemi","Unknown"
"SBID14702","Fuc(a1-2)D-Fuc(b1-4)GlcNAc","None","","Unknown"
"SBID14703","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID14704","NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID14705","6dTal(a1-2)Rhaf(b1-5)Sug","None","Rhizobium leguminosarum","Unknown"
"SBID14706","Glc(b1-2)[Glc(b1-6)Glc(b1-3)]D-Fuc","None","","Unknown"
"SBID14707","Rha(a1-2)[Glc(b1-4)Rha(a1-4)Rha(a1-4)]Glc","None","","Unknown"
"SBID14708","GlcNAc(b1-4)MurNAcSer(b1-4)GlcNAc","None","Erysipelothrix rhusiopathiae","Unknown"
"SBID14709","GlcOP(b1-3)GlcOP(b1-3)GalOP(b1-4)Man","None","Leishmania mexicana","Unknown"
"SBID14710","Glc(b1-6)[Fuc(a1-4)]Glc(b1-6)Gal(a1-3)[Glc(b1-6)]Glc(b1-4)Glc(b1-6)Glc","None","Lentinus squarrosulus","Unknown"
"SBID14711","Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-4)GlcN","None","","Unknown"
"SBID14712","Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)b-Tri-ol","None","","Unknown"
"SBID14713","Glc(b1-2)Xyl(b1-2)Xyl","None","","Unknown"
"SBID14714","L-GulNAcA(a1-6)Glc(a1-4)L-GulNAcA(a1-4)L-GulNAcA","None","Actinoplanes lobatus","Unknown"
"SBID14715","ManNAcOPEtn(b1-4)ManNAcOPEtn(b1-4)ManNAc(b1-4)[Ribf(a1-3)]ManNAcOPEtn(b1-4)ManN(b1-4)GlcOPEtnGro","None","Clostridium perfringens","Unknown"
"SBID14716","Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Gal(b1-4)Fuc(a1-6)]GlcNAc","N","Todarodes pacificus","Unknown"
"SBID14717","NeuNAc(a2-3)[NeuNAc(a2-3)Gal(b1-4)]GalNAc(b1-3)Gal(b1-3)Glc","None","","Unknown"
"SBID14718","Glc(a1-2)LDManHep(a1-6)[LDManHep(a1-2)][Rha(a1-3)GlcN(b1-7)]DDManHep(a1-5)KdoOPN(a2-6)GlcOPN(b1-6)GlcOPN","None","Shewanella algae","Unknown"
"SBID14719","GlcNAcOP(a1-4)GlcOAc(b1-6)GlcNAcOP","None","Bacillus subtilis","Unknown"
"SBID14720","Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-3)Man(b1-4)Glc","None","","Unknown"
"SBID14721","NeuNAc(a2-3)Gal(b1-4)GalNAc","None","","Unknown"
"SBID14722","Gal(a1-4)GalNAc(b1-6)Glc(a1-4)LDManHep(a1-2)LDManHep(a1-3)[GlcN(a1-7)LDManHep(a1-4)][LDManHep(a1-6)]LDManHep","None","Aeromonas salmonicida","Unknown"
"SBID14723","Ribf(b1-4)Gal(b1-3)GlcNAc(b1-4)QuiNSerAc(b1-3)Ribf","None","Escherichia coli","Unknown"
"SBID14724","GalOMe(b1-3)[GalOMe(b1-6)]GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14725","Rha(a1-3)Rha(a1-2)Rha(a1-3)Rha(a1-3)Gal(b1-2)Rha","None","Acinetobacter junii","Yes"
"SBID14726","NeuNGcOS(a2-6)Glc(a1-8)NeuNGc(a2-6)Glc","None","","Unknown"
"SBID14727","Xyl(b1-4)[GlcOMeA(a1-2)]Xyl(b1-4)Xyl(b1-4)Xyl","None","Gossypium hirsutum","Unknown"
"SBID14728","QuiNAc(a1-3)Man(a1-3)Fuc(a1-3)GalNAc(a1-2)QuiNAc","None","Salmonella sp","Yes"
"SBID14729","GlcNOVac(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc","None","Bradyrhizobium japonicum, Sinorhizobium fredii, Sinorhizobium sp","Unknown"
"SBID14730","DigOAc(b1-4)DigOAc(b1-4)DigOAc","None","","Unknown"
"SBID14731","Glc(a1-6)Man(a1-3)Man(a1-4)GlcN","None","","Unknown"
"SBID14732","Gal(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14733","GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[GlcNAc(b1-4)][GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14734","NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)Glc","None","","Unknown"
"SBID14735","GlcA(b1-4)Glc(b1-4)Glc","None","","Unknown"
"SBID14736","Glc(b1-2)Glc(a1-6)Glc","None","","Unknown"
"SBID14737","LDManHep(a1-2)DDManHep(a1-2)GalA(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Ko(a2-4)]Kdo(a2-6)[AraOPN(b1-4)]GlcN(b1-6)[AraOPN(b1-1)]GlcN","None","Serratia marcescens","Unknown"
"SBID14738","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14740","GalOMe(b1-3)GalNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14741","GlcNAc(b1-2)LyxHex(a1-3)[GlcNAc(b1-2)D-Rha(a1-6)]Man","None","","Unknown"
"SBID14742","NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcN","None","","Unknown"
"SBID14743","LegNAcNAm(a2-4)FucNAcOAc(a1-3)QuiNAc(b1-3)[GlcNAc(b1-2)]Glc(b1-3)[GlcOAc(a1-4)]GalNAla(a1-3)LDManHepOCm(a1-3)LDManHep(a1-5)Kdo","None","Pseudomonas fluorescens","Unknown"
"SBID14744","Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc","None","Brassica rapa","Unknown"
"SBID14745","[FucNProp(a1-4)GalNAc(b1-4)]Gal(a1-3)GalNAc(b1-3)Gal","None","Acinetobacter sp","Yes"
"SBID14746","GlcOAcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc","None","Bradyrhizobium japonicum","Unknown"
"SBID14747","Glc(a1-2)Galf(b1-6)[Gal(a1-2)]Man(a1-2)Man","None","Fonsecaea pedrosoi","Unknown"
"SBID14748","Gal(a1-6)Glc(a1-2)[Gal(a1-3)]Fruf","None","Cerastium arvense","Unknown"
"SBID14749","Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcOP","None","Saccharomyces cerevisiae, Saccharomyces uvarum, Schizosaccharomyces pombe","Unknown"
"SBID14750","GlcNAc(b1-2)[GlcNAc(b1-3)]Gal","None","","Unknown"
"SBID14751","Rha(a1-2)Rha(a1-3)[L-Xyl(b1-2)]Rha(b1-2)Rha","None","Xanthomonas axonopodis","Unknown"
"SBID14752","Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","N","Bos taurus, Mus musculus, Sus scrofa, Tetronarce californica","Unknown"
"SBID14753","Rha(a1-2)Rha(b1-3)RhaOAc(a1-3)GlcNAc(b1-2)Rha","None","Ralstonia pickettii","Yes"
"SBID14754","GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID14755","GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14756","[Glc(b1-3)][Gal(b1-6)]Gal(a1-2)Glc(a1-3)Glc(b1-4)GalOAc","None","Lactobacillus plantarum","Unknown"
"SBID14757","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc","None","","Unknown"
"SBID14758","Fuc(a1-2)XylHex(b1-3)GlcNAc","None","","Unknown"
"SBID14759","LDManHep(a1-5)[KdoOPEtn(a2-4)]Kdo","None","Yersinia pestis","Unknown"
"SBID14760","Man(a1-3)Man(b1-2)[Tyv(a1-6)]Man(a1-3)GalNAc(a1-3)Man","None","Yersinia pseudotuberculosis","Unknown"
"SBID14761","Man(b1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-2)Man","None","Lachancea kluyveri","Unknown"
"SBID14762","GlcNAc(b1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc","None","","Unknown"
"SBID14763","Man(a1-2)Man(a1-3)[Man(a1-3)Glc(a1-6)]Glc(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID14764","Glc(b1-6)Glc(a1-6)Glc","None","","Unknown"
"SBID14765","GlcNAcOAc(a1-2)LDManHepOPEtn(a1-3)[GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)]LDManHep(a1-5)Kdo","None","","Unknown"
"SBID14766","Man(a1-3)Man(a1-6)GlcNAc","None","Aspergillus fumigata, Aspergillus fumigatus","Unknown"
"SBID14767","Ara(a1-4)GlcN(a1-3)[GalA(a1-2)]GalA(a1-3)[Glc(b1-4)]Fuc","None","Cyanospira capsulata","Unknown"
