"SugarBase_ID","Glycan","Link","Species","Immunogenic"
"SBID3346","[Gal(b1-4)Gal(b1-4)Glc(b1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc","None","","Unknown"
"SBID3347","KdoOAc(b2-6)GalNAc(b1-5)KdoOAc","None","Escherichia coli","Unknown"
"SBID3348","GlcOP(a1-3)Fuc(a1-3)GlcNAc(b1-2)[D-6dTal(a1-3)]Fuc","None","Escherichia coli","Unknown"
"SBID3349","Glc(a1-2)[Fruf(b2-6)Fruf(b2-6)]Fruf","None","","Unknown"
"SBID3350","Man(a1-2)[Man(a1-6)]Man(a1-4)GlcNAc(a1-4)GlcNAc","None","","Unknown"
"SBID3351","NeuNAc(a2-6)Gal(b1-4)GalNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3352","Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc","O","Equus caballus","Unknown"
"SBID3353","[Glc(a1-2)]RibOP-ol(1-5)RibOP-ol","None","Lactobacillus plantarum","Unknown"
"SBID3354","LDManHep(a1-4)Kdo(a2-6)GlcN(a1-4)GlcN(a1-4)GalA(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)[GalA(b1-6)Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo","None","Klebsiella pneumoniae","Unknown"
"SBID3355","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3356","Glc(a1-4)ManNAcA(b1-4)ManNAcA(b1-4)Glc","None","Oceanisphaera litoralis","Unknown"
"SBID3357","NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc","None","","Unknown"
"SBID3358","Rha(a1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)D-FucNAc(a1-2)Rha","None","Enterobacter cloacae","Unknown"
"SBID3360","NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3361","Glc(a1-4)Gal(b1-6)Gal","None","","Unknown"
"SBID3362","Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man","None","","Unknown"
"SBID3363","NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3364","Rha(a1-2)[Hep(b1-7)]Hep(b1-3)[Glc(b1-4)]Hep","None","","Unknown"
"SBID3365","Gal(b1-6)Gal(b1-6)Glc","None","Aspergillus oryzae","Unknown"
"SBID3366","Rha(a1-3)Rha(a1-3)Rha(a1-3)Gal","None","Anoxybacillus tepidamans, Geobacillus stearothermophilus","Unknown"
"SBID3368","ManOMe(a1-2)Man(a1-3)Man(a1-3)Man","None","Escherichia coli","Unknown"
"SBID3370","[Asc(a1-3)]DDManHep(a1-4)FucNAc(a1-3)QuiNAc(b1-2)DDManHep","None","Vibrio cholerae","Yes"
"SBID3371","GlcA(b1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)Gal(b1-3)GlcA","None","Escherichia coli","Unknown"
"SBID3372","[Glc(b1-4)Glc(b1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc","None","","Unknown"
"SBID3373","GlcOSin(b1-6)[Xyl(a1-2)]Gal","None","Daucus carota","Unknown"
"SBID3374","GlcNSOS(a1-4)GlcA(b1-4)GlcOSN(a1-4)IdoOS","None","","Unknown"
"SBID3375","Gal(a1-6)Gal(a1-4)[Fuc(a1-2)][Gal(a1-6)]Glc(a1-6)Glc(b1-6)Glc(b1-4)Glc(b1-6)Gal","None","Tuber rufum","Unknown"
"SBID3376","Man(b1-3)[Xyl(b1-2)]Man(b1-4)Glc","None","","Unknown"
"SBID3377","NeuNAc(a2-3)[Gal(b1-4)Gal(a1-4)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc","None","","Unknown"
"SBID3378","Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3379","GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3380","NeuNAcOAc(a2-8)NeuNAcOAc(a2-8)NeuNAcOAc(a2-3)Gal(b1-4)Glc","None","","Unknown"
"SBID3381","Galf(b1-3)Galf(b1-3)Galf(b1-6)Galf","None","Salmonella enterica","Unknown"
"SBID3382","GlcA(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(b1-4)GlcA","None","Hafnia alvei","Unknown"
"SBID3383","Rha(a1-4)Glc(b1-4)Glc","None","Achyranthes aspera, Anemone rivularis, Nicotiana tabacum","Unknown"
"SBID3384","Gal(a1-3)D-Rha(b1-4)Glc(b1-3)GalfOAc(b1-6)Gal(b1-3)GalNAcOAcOP(a1-6)Gal","None","Streptococcus gordonii, Streptococcus mitis, Streptococcus oralis","Unknown"
"SBID3385","NeuNGc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3386","D-Fuc(a1-2)Rha(b1-3)D-Fuc","None","Aggregatibacter actinomycetemcomitans","Unknown"
"SBID3387","Kdo(a2-4)[GlcNAc(a1-2)[Glc(b1-3)]LDManHepOPEtn(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)]LDManHep(a1-5)]Kdo","None","","Unknown"
"SBID3389","L-ThrHexA4en(a1-4)GlcNAcOS(a1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl","None","","Unknown"
"SBID3390","Kdn(a2-6)Gal(b1-4)GlcNAc(b1-2)[Kdn(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3391","Gal(b1-4)Glc(b1-6)GlcOPGro(a1-4)Gal(a1-3)Gal","None","Streptococcus pneumoniae","Unknown"
"SBID3392","GlcOMe(b1-4)RhaOMe(a1-2)RhaOMe","None","Mycobacterium leprae","Unknown"
"SBID3393","Glc(b1-4)DigOMe(b1-4)D-6dAraHexOMe(b1-4)DigOMe(b1-4)DigOMe","None","Cynanchum caudatum","Unknown"
"SBID3394","Gal(b1-3)[NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)]GlcNAc","None","","Unknown"
"SBID3395","[Fuc(a1-3)]Glc(b1-4)GlcOLac(b1-4)Glc","None","Pseudomonas marginalis","Unknown"
"SBID3396","Gal(b1-4)Glc(b1-3)GalNAc","None","","Unknown"
"SBID3397","Glc(b1-2)Glc(b1-2)Glc(b1-2)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc","None","","Unknown"
"SBID3398","Gal(b1-3)[GalNAc(b1-6)]GalNAc","None","","Unknown"
"SBID3400","LDManHep(a1-7)LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)Kdo(a2-4)]Kdo","None","Escherichia coli","Unknown"
"SBID3401","GlcNAc(b1-4)GlcNAc(a1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3402","Glc(b1-3)GlcNAcOP(a1-6)Glc","None","Bacillus subtilis","Unknown"
"SBID3403","Rha(a1-4)Rha(a1-4)Glc","None","Allium fistulosum","Unknown"
"SBID3404","ManNAcGroA(b1-4)Rha(a1-3)Rha(a1-3)Rha(a1-3)Gal","None","Paenibacillus alvei","Unknown"
"SBID3405","Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc","None","","Unknown"
"SBID3406","NeuNAc(a2-3)Gal(b1-6)[Gal(b1-4)]GlcNAc","O","Trypanosoma cruzi","Unknown"
"SBID3407","QuiN(a1-4)GlcA(a1-6)GlcNAc(a1-4)L-GulAN(a1-3)D-FucNAc","None","Idiomarina zobellii","Unknown"
"SBID3409","GalNAc(b1-3)[ManNAc(b1-4)Gal(a1-4)]Gal(b1-3)GalNAc","None","","Unknown"
"SBID3410","XylOMe(a1-3)FucOMe(a1-4)RhaOMe(b1-5)ApiOMe-ol","None","Acer pseudoplatanus","Unknown"
"SBID3411","Man(b1-4)Man(b1-3)Man","None","Arum maculatum, Leptospira biflexa","Unknown"
"SBID3412","NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]2,5-Anhydro-Man","None","","Unknown"
"SBID3413","D-Rha(b1-2)D-Rha(a1-3)D-Rha","None","Campylobacter fetus","Unknown"
"SBID3414","Leg(a2-4)FucN(a1-3)QuiNAc(b1-3)[GlcN(b1-2)]Glc(b1-3)[Glc(a1-4)]GalN(a1-3)LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN","None","Pseudomonas fluorescens","Unknown"
"SBID3416","Kdo(a2-4)[GlcNAc(a1-2)LDManHep(a1-3)[Gal(b1-4)Glc(b1-4)]LDManHep(a1-5)]Kdo","None","","Unknown"
"SBID3417","Xyl(b1-3)D-FucNAcOAc(b1-4)PseOAcOFo","None","","Unknown"
"SBID3418","Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3419","NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","N","Calloselasma rhodostoma","Unknown"
"SBID3420","Rha(a1-3)D-Fuc(a1-2)Rha","None","Anoxybacillus tepidamans","Unknown"
"SBID3421","Galf(b1-6)Man(a1-2)Man(a1-6)[Galf(b1-6)Man(a1-2)]Man(a1-6)[Galf(b1-6)Man(a1-2)]Man(a1-6)[Galf(b1-6)Man(a1-2)]Man(a1-3)[Galf(b1-6)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","Paracoccidioides brasiliensis","Unknown"
"SBID3422","GlcNAc(a1-3)[GlcNAc(b1-4)]D-Fuc(a1-2)GlcA(b1-4)[D-6dTalOMe(a1-3)]D-Fuc(a1-3)GalNAc(a1-4)ManNAc(b1-4)Gal(a1-3)GalNAc(b1-3)Glc(a1-3)Man(a1-6)[Glc(a1-2)Glc(a1-3)Gal(a1-2)]Man(a1-4)Man(a1-5)Kdo-ol","None","Pectinatus frisingensis","Unknown"
"SBID3423","Glc(b1-4)DigOAc(b1-4)Dig(b1-4)Dig","None","Digitalis grandiflora, Digitalis lanata, Digitalis lutea","Unknown"
"SBID3424","Gal(b1-4)[Fuc(a1-6)]GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc","None","","Unknown"
"SBID3425","GalOS(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3426","Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)Gal(b1-3)[NeuNAc(a2-6)]GalNAc","O","Macaca radiata","Unknown"
"SBID3427","GlcN(a1-6)GlcNAcOP(a1-6)GlcN","None","Streptomyces cinnamoneus, Streptomyces hachijoensis","Unknown"
"SBID3428","Rha(a1-3)Rha(a1-2)b-Tri-ol","None","","Unknown"
"SBID3429","Rha(a1-3)GlcNAc(b1-2)[Glc(a1-3)]Rha","None","","Unknown"
"SBID3430","D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAc(a1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOPPEtn(a1-5)Kdo","None","Shigella sonnei","Unknown"
"SBID3431","Glc(b1-4)D-6dAraHexOMe(b1-4)DigOMe(b1-4)D-6dAraHexOMe(b1-4)DigOMe(b1-4)DigOMe","None","Cynanchum caudatum","Unknown"
"SBID3432","Glc(a1-6)Gal(a1-2)Gal","None","","Unknown"
"SBID3433","GalA(a1-4)[Gal(a1-5)]Kdo(a2-4)[GalA(a1-4)[Fuc(a1-4)GlcA(a1-3)[L-Aco(b1-4)]Fuc(a1-4)Man(a1-4)QuiNAc(b1-4)Kdo(a2-6)Gal(a1-6)]Man(a1-5)]Kdo","None","","Unknown"
"SBID3434","[Rha(a1-3)[Glc(a1-6)]GlcNAc(b1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)GalNAc(b1-2)Rha","None","Lactobacillus casei","Unknown"
"SBID3435","Rha(a1-2)Glc(b1-2)Ara","None","Anemone raddeana","Unknown"
"SBID3436","Gal(a1-6)Glc(a1-3)[Gal(b1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN","None","Pectobacterium carotovorum","Unknown"
"SBID3437","Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3438","GalNAc(a1-4)Gal(b1-4)[GlcA(b1-3)Gal(b1-3)][Fuc(a1-2)]Gal(b1-3)GlcNAcOS(b1-6)]GalNAc","O","","Unknown"
"SBID3439","Fuc(a1-3)Man(b1-3)XylHexUloN(b1-4)Kdo","None","","Unknown"
"SBID3440","Glc(b1-6)Glc(a1-2)Fruf","None","Gentiana lutea","Unknown"
"SBID3441","Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3442","ManOP(a1-2)Man(a1-3)[Man(a1-3)[ManOP(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3443","GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-3)GalNAc","None","","Unknown"
"SBID3444","GlcA(b1-2)[Gal(b1-2)LDManHep(a1-3)][QuiNAc(b1-3)GalNAc(b1-4)Glc(b1-4)]LDManHep(a1-5)KdoOP(a2-6)GlcNAc(b1-6)GlcNAc","None","","Unknown"
"SBID3445","D-Fuc(a1-4)Gal(b1-4)Glc","None","","Unknown"
"SBID3446","Xyl(b1-3)Xyl(b1-4)Rha(a1-2)[Rha(a1-3)]Xyl","None","Aster scaber","Unknown"
"SBID3447","Man(b1-6)Man(b1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3448","GlcA(b1-4)GalNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAcOPCho(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","Dirofilaria immitis","Unknown"
"SBID3449","6dAltOAc(b1-2)6dAltOAc(b1-3)6dAlt(b1-2)6dAltOAc","None","Yersinia enterocolitica","Unknown"
"SBID3450","Rha(a1-3)Glc(b1-4)Gal(a1-2)Ery","None","","Unknown"
"SBID3451","DDManHep(a1-3)Fuc(a1-3)GlcNAc(b1-2)[Glc(a1-4)Gal(b1-7)]DDManHep(a1-2)LDManHep(a1-3)LDManHepOPEtn(a1-5)Kdo(a2-6)GlcN(b1-6)GlcOPEtnN","None","Helicobacter pylori","Unknown"
"SBID3452","Glc(a1-3)[GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)]GlcOMe(a1-4)Glc(a1-3)[Glc(a1-4)]Glc(a1-2)L-Gro-onic","None","","Unknown"
"SBID3453","GlcNAc(b1-2)[Rha(a1-6)Glc(b1-4)]Glc(a1-3)GalNAla(a1-3)LDManHepOCm(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo","None","Pseudomonas syringae","Yes"
"SBID3454","[Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-6)]Glc(a1-3)Glc","None","Pleurotus florida","Unknown"
"SBID3455","RhaOAc(a1-4)GlcNAc(b1-2)QuiNBut(b1-3)Rha(a1-5)Kdo(a2-3)RhaOAc","None","Cronobacter sakazakii","Unknown"
"SBID3456","D-Rha(a1-3)D-Rha(a1-3)D-Thre-ol","None","Burkholderia cepacia","Unknown"
"SBID3457","GlcNAc(b1-2)Gal(b1-3)FucNAc(a1-3)GlcNAc","None","Escherichia coli","Unknown"
"SBID3458","GlcOMe(b1-3)[Rha(a1-4)]Rha(a1-4)Rha(a1-2)D-Fuc","None","","Unknown"
"SBID3459","Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","N","Rattus norvegicus","Unknown"
"SBID3460","DDManHep(a1-2)[GalN(a1-4)]GalA(a1-3)[LDManHep(a1-7)]LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)][Kdo(a2-4)]Kdo","None","Proteus penneri","Unknown"
"SBID3461","Gal(a1-4)GlcA(b1-6)Gal(b1-4)GalOAc(b1-4)GlcNAc(b1-6)Gal","None","Escherichia coli","Unknown"
"SBID3462","Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc","None","","Unknown"
"SBID3463","GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc","None","","Unknown"
"SBID3464","Rha(a1-4)Rib-ol(5-2)Gal(a1-3)Glc","None","","Unknown"
"SBID3465","Man(a1-3)[Galf(b1-6)]Man","None","Aspergillus fumigata, Aspergillus fumigatus, Paracoccidioides brasiliensis","Unknown"
"SBID3466","Rha(a1-3)Rha(a1-2)Rha(a1-3)[Xyl(b1-2)][Xyl(b1-4)]Rha(a1-3)RhaOMe","None","Xanthomonas campestris","Unknown"
"SBID3467","GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3468","Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3469","Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3470","Glc(a1-3)[Rha(b1-4)]Glc","None","","Unknown"
"SBID3471","Glc(b1-2)FucOAcNBut(b1-6)GlcNAc(a1-4)[Glc(b1-3)]GalNAc(a1-3)GlcNAc(b1-2)Glc","None","Hafnia alvei","Yes"
"SBID3472","Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc","None","","Unknown"
"SBID3473","Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3474","NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc","None","","Unknown"
"SBID3475","Kdn(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3476","NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-3)LDManHep","None","","Unknown"
"SBID3477","Gal(a1-6)GlcNAc(a1-4)GalNAc(b1-3)Gal","None","Burkholderia cepacia","Yes"
"SBID3478","GlcNAc(b1-2)Man(a1-3)[ManOMe(a1-6)]Man","None","","Unknown"
"SBID3480","Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol","None","Tamarindus indica","Unknown"
"SBID3481","L-GulNAcANEtn(a1-4)ManNAcA(b1-3)D-FucNAc-ol","None","Pseudomonas aeruginosa, Pseudomonas sp","Unknown"
"SBID3482","GlcA(b1-2)Man(a1-3)Glc(b1-4)Glc","None","Xanthomonas campestris","Unknown"
"SBID3483","Yer(a1-4)[Yer(a1-8)]8eLegNAcNAc(a2-3)FucNAc(b1-3)FucNAc(b1-3)GalNAc(a1-8)8eLegNAcNAc","None","Aliivibrio fischeri","Unknown"
"SBID3484","Gal(a1-3)[Glc(b1-4)]Fuc(a1-2)L-4dThre-ol","None","Lelliottia amnigena","Unknown"
"SBID3485","GlcAAla(b1-4)[GalNAc(a1-3)]Fuc(a1-4)Glc(a1-4)Qui(a1-3)GlcNAc(b1-4)GlcAAla","None","Edwardsiella tarda","Unknown"
"SBID3486","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Kdn(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3487","NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-6)Glc","None","","Unknown"
"SBID3489","Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol(1-3)a-Tri-ol","None","","Unknown"
"SBID3490","GlcNAc(b1-2)[GlcNAc(b1-2)Man(a1-6)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc","None","","Unknown"
"SBID3491","Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)[Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc","None","","Unknown"
"SBID3492","[Glc(b1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-3)[Glc(b1-6)Glc(a1-3)[Glc(b1-6)]Glc(a1-6)[Glc(b1-3)]Man(b1-3)Gal(b1-6)]Glc(a1-3)[Rha(b1-6)]Glc(a1-3)[Glc(b1-6)]Glc(a1-3)Gal(b1-6)[Gal(b1-6)Glc(a1-4)Glc(a1-3)]Glc(a1-3)Glc","None","Tricholoma lobayense","Unknown"
"SBID3493","Gal(a1-2)[Glc(a1-3)]a-Tri-ol","None","","Unknown"
"SBID3494","Gal(b1-4)GlcNAc(b1-2)DDManHep(a1-6)LDManHep","None","Pasteurella multocida","Unknown"
"SBID3495","NeuNAc(a2-3)GalOAc(b1-4)Glc","None","","Unknown"
"SBID3496","NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc","None","","Unknown"
"SBID3497","Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)[Gal(a1-2)]Gal(b1-3)[Glc(b1-2)]LDManHep(a1-3)[Glc(b1-4)]LDManHepOPEtn(a1-5)Kdo","None","Campylobacter jejuni","Unknown"
"SBID3498","GlcA(b1-4)Glc(b1-3)GalN(b1-4)GalNCysGly(a1-4)GalN(a1-4)GlcA","None","Sphaerotilus natans","Unknown"
"SBID3499","GlcA(a1-3)GlcA(a1-4)HexA","None","","Unknown"
"SBID3500","NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc","None","","Unknown"
"SBID3501","GalNAc(a1-4)GalNAc(a1-3)QuiNAc","None","Francisella tularensis","Unknown"
"SBID3502","Xyl(b1-2)Araf(a1-3)[Xyl(b1-4)]Xyl(b1-4)Xyl","None","","Unknown"
"SBID3503","Gal(a1-2)[GalOMe(a1-3)GalNAc(a1-3)]Gal(b1-4)Glc","None","","Unknown"
"SBID3504","3,6-Anhydro-Gal(a1-3)GalOS(b1-4)3,6-Anhydro-Gal(a1-3)GalOS","None","","Unknown"
"SBID3505","Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc","None","","Unknown"
